ArrayID	c Tissue
GSM432398	DOHV-infected (MOI=0.1) Calu-3 subclone 2B4 at 24 hours post infection #1
GSM432034	Mock-infected Calu-3 subclone 2B4 at 24 hours post infection #2
GSM286771	5 micrograms MCF7 total RNA
GSM286767	5 micrograms MCF7 total RNA
GSM286763	5 micrograms MCF7 total RNA
GSM286758	5 micrograms MCF7 total RNA
GSM286760	5 micrograms MCF7 total RNA
GSM286759	5 micrograms MCF7 total RNA
GSM286765	5 micrograms MCF7 total RNA
GSM286761	5 micrograms MCF7 total RNA
GSM286769	5 micrograms MCF7 total RNA
GSM286756	5 micrograms MCF7 total RNA
GSM286764	5 micrograms MCF7 total RNA
GSM286766	5 micrograms MCF7 total RNA
GSM286773	5 micrograms MCF7 total RNA
GSM286768	5 micrograms MCF7 total RNA
GSM286772	5 micrograms MCF7 total RNA
GSM286770	5 micrograms MCF7 total RNA
GSM286757	5 micrograms MCF7 total RNA
GSM286762	5 micrograms MCF7 total RNA
GSM190394	Human airway cells, 1 ng/mL ricin, 24 h
GSM190393	Human airway cells, untreated, 24 h
GSM311322	Lymphoblastoid cell line
GSM311326	Lymphoblastoid cell line
GSM311337	Lymphoblastoid cell line
GSM311339	Lymphoblastoid cell line
GSM311350	Lymphoblastoid cell line
GSM311332	Lymphoblastoid cell line
GSM311341	Lymphoblastoid cell line
GSM311349	Lymphoblastoid cell line
GSM311338	Lymphoblastoid cell line
GSM311330	Lymphoblastoid cell line
GSM311314	Lymphoblastoid cell line
GSM311317	Lymphoblastoid cell line
GSM311315	Lymphoblastoid cell line
GSM311340	Lymphoblastoid cell line
GSM311351	Lymphoblastoid cell line
GSM311342	Lymphoblastoid cell line
GSM311347	Lymphoblastoid cell line
GSM311321	Lymphoblastoid cell line
GSM311313	Lymphoblastoid cell line
GSM311333	Lymphoblastoid cell line
GSM311324	Lymphoblastoid cell line
GSM311318	Lymphoblastoid cell line
GSM311319	Lymphoblastoid cell line
GSM311323	Lymphoblastoid cell line
GSM311327	Lymphoblastoid cell line
GSM311329	Lymphoblastoid cell line
GSM311320	Lymphoblastoid cell line
GSM311345	Lymphoblastoid cell line
GSM311328	Lymphoblastoid cell line
GSM311343	Lymphoblastoid cell line
GSM311336	Lymphoblastoid cell line
GSM311325	Lymphoblastoid cell line
GSM311346	Lymphoblastoid cell line
GSM311348	Lymphoblastoid cell line
GSM311334	Lymphoblastoid cell line
GSM311316	Lymphoblastoid cell line
GSM311331	Lymphoblastoid cell line
GSM311344	Lymphoblastoid cell line
GSM311335	Lymphoblastoid cell line
GSM286610	T84 human colonic epithelial cell line
GSM286609	T84 human colonic epithelial cell line
GSM286608	T84 human colonic epithelial cell line
GSM419148	peripheral blood
GSM419161	peripheral blood
GSM419158	peripheral blood
GSM419164	peripheral blood
GSM419165	peripheral blood
GSM419160	peripheral blood
GSM419149	peripheral blood
GSM419173	peripheral blood
GSM419167	peripheral blood
GSM419169	peripheral blood
GSM419168	peripheral blood
GSM419154	peripheral blood
GSM419172	peripheral blood
GSM419146	peripheral blood
GSM419155	peripheral blood
GSM419150	peripheral blood
GSM419152	peripheral blood
GSM419151	peripheral blood
GSM419156	peripheral blood
GSM419147	peripheral blood
GSM419153	peripheral blood
GSM419145	peripheral blood
GSM419171	peripheral blood
GSM419162	peripheral blood
GSM419163	peripheral blood
GSM419157	peripheral blood
GSM419159	peripheral blood
GSM419166	peripheral blood
GSM419174	peripheral blood
GSM419170	peripheral blood
GSM272419	sigmoid colon biopsy
GSM272418	sigmoid colon biopsy
GSM230306	MCF-7 cells untreated WT-WB1 sample 1
GSM230304	MCF-7 cells untreated 6A-SA5 sample 2
GSM230307	MCF-7 cells untreated WT-WB1 sample 2
GSM230303	MCF-7 cells untreated 6A-SA5 sample 1
GSM230308	MCF-7 cells untreated WT-WB1 sample 3
GSM230305	MCF-7 cells untreated 6A-SA5 sample 3
GSM130281	Dermal microvascular cells, commercially available
GSM130278	Dermal microvascular cells, commercially available
GSM130277	Dermal microvascular cells, commercially available
GSM130280	Dermal microvascular cells, commercially available
GSM220152	Primary epithelial cell culture from esophageal biopsies
GSM220155	Primary epithelial cell culture from esophageal biopsies
GSM220153	Primary epithelial cell culture from esophageal biopsies
GSM220157	Primary epithelial cell culture from esophageal biopsies
GSM220154	Primary epithelial cell culture from esophageal biopsies
GSM220156	Primary epithelial cell culture from esophageal biopsies
GSM281777	293-tet-On-EWS/NOR1 cells, doxycycline untreated
GSM281775	293-tet-On-NOR1 cells, doxycycline untreated
GSM281776	293-tet-On-NOR1 cells, doxycycline treated
GSM275685	Epithelial breast cancer cells
GSM275676	Epithelial breast cancer cells
GSM275683	Epithelial breast cancer cells
GSM275684	Epithelial breast cancer cells
GSM275682	Epithelial breast cancer cells
GSM275679	Epithelial breast cancer cells
GSM275686	Epithelial breast cancer cells
GSM275678	Epithelial breast cancer cells
GSM275680	Epithelial breast cancer cells
GSM275677	Epithelial breast cancer cells
GSM275681	Epithelial breast cancer cells
GSM150204	uterus - Early secretory endometrium from patient with endometriosis
GSM150209	uterus - Early secretory endometrium from normal patient
GSM150208	uterus - Early secretory endometrium from normal patient
GSM150213	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150211	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150220	uterus - Mid secretory endometrium from normal patient
GSM150205	uterus - Early secretory endometrium from patient with endometriosis
GSM150226	uterus - Mid secretory endometrium from normal patient
GSM150198	uterus - Proliferative endometrium from normal patient
GSM150197	uterus - Proliferative endometrium from normal patient
GSM150192	uterus - Proliferative endometrium from patient with  endometriosis
GSM150194	uterus - Proliferative endometrium from patient with  endometriosis
GSM150191	uterus - Proliferative endometrium from patient with  endometriosis
GSM150215	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150207	uterus - Early secretory endometrium from patient with endometriosis
GSM150227	uterus - Mid secretory endometrium from normal patient
GSM150225	uterus - Mid secretory endometrium from normal patient
GSM150217	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150202	uterus - Early secretory endometrium from patient with endometriosis
GSM150195	uterus - Proliferative endometrium from patient with  endometriosis
GSM150223	uterus - Mid secretory endometrium from normal patient
GSM150212	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150190	uterus - Proliferative endometrium from patient with  endometriosis
GSM150203	uterus - Early secretory endometrium from patient with endometriosis
GSM150216	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150196	uterus - Proliferative endometrium from normal patient
GSM150199	uterus - Proliferative endometrium from normal patient
GSM150218	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150219	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150206	uterus - Early secretory endometrium from patient with endometriosis
GSM150221	uterus - Mid secretory endometrium from normal patient
GSM150224	uterus - Mid secretory endometrium from normal patient
GSM150222	uterus - Mid secretory endometrium from normal patient
GSM150214	uterus - Mid secretory endometrium from patient with  endometriosis
GSM150210	uterus - Early secretory endometrium from normal patient
GSM150193	uterus - Proliferative endometrium from patient with  endometriosis
GSM150201	uterus - Proliferative endometrium from normal patient
GSM270585	smoke-exposed NHBE cells, 8h
GSM270588	smoke-exposed NHBE cells, 24h
GSM270544	mock-exposed NHBE cells, 2h
GSM270589	smoke-exposed NHBE cells, 24h
GSM270558	mock-exposed NHBE cells, 24h
GSM270545	mock-exposed NHBE cells, 2h
GSM270547	mock-exposed NHBE cells, 4h
GSM270575	smoke-exposed NHBE cells, 2h
GSM270578	smoke-exposed NHBE cells, 2h
GSM270580	smoke-exposed NHBE cells, 4h
GSM270590	smoke-exposed NHBE cells, 24h
GSM270548	mock-exposed NHBE cells, 4h
GSM270566	smoke-exposed NHBE cells, 4h
GSM270556	mock-exposed NHBE cells, 24h
GSM270579	smoke-exposed NHBE cells, 4h
GSM270561	smoke-exposed NHBE cells, 2h
GSM270593	incubator controls
GSM270555	mock-exposed NHBE cells, 24h
GSM270571	smoke-exposed NHBE cells, 24h
GSM270559	smoke-exposed NHBE cells, 2h
GSM270586	smoke-exposed NHBE cells, 8h
GSM270543	mock-exposed NHBE cells, 2h
GSM270594	incubator controls
GSM270577	smoke-exposed NHBE cells, 2h
GSM270549	mock-exposed NHBE cells, 4h
GSM270587	smoke-exposed NHBE cells, 24h
GSM270569	smoke-exposed NHBE cells, 8h
GSM270565	smoke-exposed NHBE cells, 4h
GSM270564	smoke-exposed NHBE cells, 4h
GSM270591	incubator controls
GSM270562	smoke-exposed NHBE cells, 2h
GSM270560	smoke-exposed NHBE cells, 2h
GSM270557	mock-exposed NHBE cells, 24h
GSM270576	smoke-exposed NHBE cells, 2h
GSM270567	smoke-exposed NHBE cells, 8h
GSM270583	smoke-exposed NHBE cells, 8h
GSM270581	smoke-exposed NHBE cells, 4h
GSM270568	smoke-exposed NHBE cells, 8h
GSM270554	mock-exposed NHBE cells, 8h
GSM270546	mock-exposed NHBE cells, 2h
GSM270550	mock-exposed NHBE cells, 4h
GSM270574	smoke-exposed NHBE cells, 24h
GSM270572	smoke-exposed NHBE cells, 24h
GSM270563	smoke-exposed NHBE cells, 4h
GSM270551	mock-exposed NHBE cells, 8h
GSM270584	smoke-exposed NHBE cells, 8h
GSM270570	smoke-exposed NHBE cells, 8h
GSM270573	smoke-exposed NHBE cells, 24h
GSM270552	mock-exposed NHBE cells, 8h
GSM270592	incubator controls
GSM270553	mock-exposed NHBE cells, 8h
GSM270582	smoke-exposed NHBE cells, 4h
GSM250027	CD11b+ cells sorted from bone marrow aspirates of normal donor 3
GSM250024	CD235a+ cells sorted from bone marrow aspirates of normal donor 3
GSM250030	CD45+ cells sorted from bone marrow aspirates of normal donor 3
GSM250025	CD11b+ cells sorted from bone marrow aspirates of normal donor 1
GSM250026	CD11b+ cells sorted from bone marrow aspirates of normal donor 2
GSM250023	CD235a+ cells sorted from bone marrow aspirates of normal donor 2
GSM250022	CD235a+ cells sorted from bone marrow aspirates of normal donor 1
GSM250029	CD45+ cells sorted from bone marrow aspirates of normal donor 2
GSM250028	CD45+ cells sorted from bone marrow aspirates of normal donor 1
GSM366212	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366194	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366214	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366228	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366216	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366208	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366179	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366192	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366230	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366198	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366203	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366186	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366224	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366226	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366227	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366215	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366206	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366232	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366182	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366223	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366202	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366190	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366231	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366195	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366200	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366211	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366213	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366201	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366209	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366189	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366234	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366187	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366196	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366229	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366207	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366219	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366183	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366185	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366225	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366197	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366193	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366188	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366217	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366181	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366220	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366237	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366222	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366204	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366218	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366205	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366191	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366180	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366199	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366233	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366236	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366184	CML patient with >65% Ph-positive metaphases after 12 months of imatinib therapy
GSM366210	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366221	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM366235	CML patient with a complete cytogenetic response (CCyR)  after 12 months of imatinib therapy
GSM201592	MCF7/HER2-18 xenografts
GSM201598	MCF7/HER2-18 xenografts
GSM201634	MCF7/HER2-18 xenografts
GSM201625	MCF7/HER2-18 xenografts
GSM201599	MCF7/HER2-18 xenografts
GSM201620	MCF7/HER2-18 xenografts
GSM201614	MCF7/HER2-18 xenografts
GSM201632	MCF7/HER2-18 xenografts
GSM201604	MCF7/HER2-18 xenografts
GSM201628	MCF7/HER2-18 xenografts
GSM201601	MCF7/HER2-18 xenografts
GSM201631	MCF7/HER2-18 xenografts
GSM201629	MCF7/HER2-18 xenografts
GSM201589	MCF7/HER2-18 xenografts
GSM201638	MCF7/HER2-18 xenografts
GSM201612	MCF7/HER2-18 xenografts
GSM201597	MCF7/HER2-18 xenografts
GSM201636	MCF7/HER2-18 xenografts
GSM201617	MCF7/HER2-18 xenografts
GSM201611	MCF7/HER2-18 xenografts
GSM201610	MCF7/HER2-18 xenografts
GSM201591	MCF7/HER2-18 xenografts
GSM201605	MCF7/HER2-18 xenografts
GSM201609	MCF7/HER2-18 xenografts
GSM201595	MCF7/HER2-18 xenografts
GSM201613	MCF7/HER2-18 xenografts
GSM201593	MCF7/HER2-18 xenografts
GSM201619	MCF7/HER2-18 xenografts
GSM201633	MCF7/HER2-18 xenografts
GSM201623	MCF7/HER2-18 xenografts
GSM201588	MCF7/HER2-18 xenografts
GSM201630	MCF7/HER2-18 xenografts
GSM201621	MCF7/HER2-18 xenografts
GSM201600	MCF7/HER2-18 xenografts
GSM201635	MCF7/HER2-18 xenografts
GSM201596	MCF7/HER2-18 xenografts
GSM201594	MCF7/HER2-18 xenografts
GSM201622	MCF7/HER2-18 xenografts
GSM201603	MCF7/HER2-18 xenografts
GSM201607	MCF7/HER2-18 xenografts
